location,total_sqft,bath,balcony,BHK,price
hosa road,1513.0,3.0,1.0,3.0,103.0
yelahanka,1076.0,2.0,1.0,2.0,78.0
other,1900.0,3.0,3.0,3.0,160.0
harlur,1174.0,2.0,1.0,2.0,78.0
whitefield,825.0,1.0,1.0,1.0,45.0
jalahalli,1244.0,2.0,2.0,2.0,88.0
other,950.0,2.0,2.0,2.0,50.0
lakshminarayana pura,1200.0,2.0,3.0,2.0,83.0
rachenahalli,680.0,1.0,1.0,1.0,44.0
bannerghatta road,1247.0,2.0,1.0,2.0,47.39
other,840.0,1.0,1.0,2.0,99.0
sarjapur,1200.0,5.0,2.0,4.0,110.0
hebbal,1088.0,2.0,2.0,2.0,61.45
gottigere,1385.0,3.0,2.0,3.0,64.0
amruthahalli,1200.0,2.0,1.0,2.0,55.0
thigalarapalya,1830.0,3.0,2.0,3.0,133.0
kumaraswami layout,1000.0,2.0,1.0,2.0,58.0
old madras road,1210.0,2.0,1.0,2.0,77.0
other,1800.0,3.0,3.0,3.0,192.0
basaveshwara nagar,1865.0,3.0,3.0,3.0,145.0
gollarapalya hosahalli,1905.0,3.0,2.0,4.0,86.0
kr puram,2283.0,2.0,2.0,4.0,121.0
haralur road,1315.0,2.0,1.0,2.0,85.0
bellandur,1220.0,2.0,2.0,2.0,60.0
sarjapur,1200.0,3.0,2.0,3.0,76.13
kengeri satellite town,985.0,2.0,2.0,2.0,42.0
ambedkar nagar,1850.0,4.0,2.0,3.0,120.0
jp nagar,1315.0,2.0,1.0,3.0,85.4
kengeri satellite town,930.0,1.0,1.0,1.0,30.0
bannerghatta,2370.0,4.0,2.0,3.0,195.0
whitefield,1862.0,3.0,2.0,3.0,125.0
other,900.0,1.0,1.0,1.0,30.0
bannerghatta road,1012.0,2.0,1.0,2.0,45.0
hormavu,1800.0,3.0,1.0,3.0,204.0
thyagaraja nagar,3000.0,6.0,3.0,7.0,180.0
isro layout,1310.0,2.0,3.0,3.0,68.0
other,1350.0,2.0,1.0,2.0,110.0
bannerghatta road,1650.0,3.0,1.0,3.0,94.0
other,1265.0,2.0,2.0,2.0,68.0
thubarahalli,1216.0,2.0,1.0,2.0,80.0
marathahalli,1350.0,2.0,1.0,2.0,99.0
singasandra,1653.0,3.0,2.0,3.0,85.0
kudlu gate,1535.0,3.0,2.0,3.0,86.0
sarjapur,1044.0,2.0,2.0,2.0,32.0
hegde nagar,1847.0,3.0,2.0,3.0,125.0
other,6652.0,6.0,1.0,4.0,510.0
bannerghatta road,1270.0,2.0,1.0,3.0,73.0
hbr layout,1198.0,2.0,1.0,2.0,65.0
hennur road,1891.0,3.0,1.0,3.0,110.0
somasundara palya,2400.0,3.0,3.0,4.0,140.0
other,1520.0,3.0,3.0,3.0,80.0
hosur road,2000.0,4.0,1.0,4.0,130.0
r.t. nagar,1300.0,3.0,2.0,3.0,145.0
banashankari stage vi,1180.0,2.0,1.0,2.0,59.47
whitefield,1012.0,2.0,1.0,2.0,58.0
battarahalli,1779.0,3.0,2.0,3.0,90.0
1st phase jp nagar,839.907117,1.0,1.0,1.0,63.0
rajaji nagar,1222.0,2.0,2.0,2.0,98.0
other,1200.0,4.0,3.0,5.0,120.0
sanjay nagar,1000.0,2.0,2.0,2.0,70.0
sarjapura - attibele road,829.0,2.0,1.0,2.0,22.8
banashankari stage vi,1392.0,3.0,1.0,3.0,69.46
panathur,661.0,1.0,1.0,1.0,40.0
gottigere,1075.0,2.0,2.0,2.0,30.0
horamavu banaswadi,1272.0,2.0,2.0,2.0,51.5
uttarahalli,1125.0,1.0,2.0,2.0,45.0
yeshwanthpur,994.0,2.0,0.0,1.0,54.67
vidyaranyapura,1200.0,5.0,1.0,5.0,139.0
other,906.0,3.0,2.0,4.0,55.0
kasavanhalli,1476.0,3.0,1.0,3.0,95.0
hennur road,1232.0,2.0,1.0,2.0,83.0
old madras road,4062.5,2.0,2.0,4.0,341.0
other,1750.0,3.0,3.0,3.0,149.0
horamavu banaswadi,1180.0,2.0,2.0,2.0,58.0
vittasandra,1259.0,2.0,1.0,2.0,67.48
other,1464.0,2.0,2.0,3.0,115.0
sarjapur  road,1059.0,2.0,2.0,2.0,68.0
other,3760.0,2.0,0.0,2.0,280.0
anandapura,1200.0,2.0,0.0,2.0,58.0
devanahalli,1260.0,2.0,2.0,2.0,66.78
kothanur,1160.0,2.0,2.0,2.0,57.0
other,2400.0,4.0,2.0,3.0,200.0
kaggadasapura,2150.0,4.0,1.0,4.0,100.0
hormavu,1668.0,2.0,2.0,3.0,120.0
other,1198.0,2.0,1.0,2.0,84.0
sarjapur  road,1480.0,4.0,1.0,5.0,169.0
judicial layout,2330.0,3.0,2.0,4.0,94.71
other,1494.0,2.0,2.0,3.0,94.55
kasavanhalli,1189.0,2.0,1.0,2.0,45.0
bellandur,1260.0,2.0,2.0,2.0,83.5
padmanabhanagar,4500.0,4.0,2.0,3.0,360.0
konanakunte,2791.0,3.0,1.0,3.0,223.0
kasavanhalli,1493.0,3.0,2.0,3.0,82.0
yeshwanthpur,1277.5,2.0,0.0,2.0,95.815
hennur road,2264.0,3.0,1.0,3.0,159.0
anekal,1800.0,3.0,2.0,3.0,68.0
ardendale,4355.0,3.0,1.0,5.0,350.0
raja rajeshwari nagar,1303.0,2.0,2.0,2.0,55.79
yelachenahalli,1100.0,2.0,2.0,2.0,60.0
electronic city,1500.0,3.0,1.0,3.0,73.0
banashankari stage ii,1050.0,3.0,2.0,4.0,125.0
marathahalli,1200.0,2.0,2.0,2.0,52.0
kanakpura road,525.0,1.0,1.0,1.0,26.0
1st block jayanagar,1630.0,3.0,2.0,3.0,194.0
hoskote,1170.0,2.0,3.0,2.0,45.0
dodda nekkundi,1005.0,2.0,2.0,2.0,45.0
hosakerehalli,1925.0,2.0,1.0,2.0,50.0
hegde nagar,1703.0,3.0,2.0,3.0,130.0
singasandra,1300.0,2.0,2.0,2.0,65.0
akshaya nagar,750.0,4.0,2.0,4.0,62.0
ombr layout,1101.0,2.0,2.0,2.0,66.0
raja rajeshwari nagar,1450.0,2.0,1.0,3.0,67.0
whitefield,1745.0,3.0,3.0,3.0,100.0
sarjapur  road,1145.0,2.0,2.0,2.0,75.0
murugeshpalya,1344.0,2.0,0.0,3.0,56.0
marathahalli,1933.0,3.0,2.0,3.0,140.0
kaggadasapura,1150.0,2.0,2.0,2.0,45.0
nri layout,1060.0,2.0,2.0,2.0,35.0
other,1372.0,2.0,1.0,3.0,90.0
hosakerehalli,2376.0,3.0,1.0,3.0,203.0
yelahanka,660.0,1.0,0.0,1.0,48.0
bommasandra,1260.0,3.0,1.0,3.0,49.36
tumkur road,1027.0,2.0,1.0,2.0,67.0
whitefield,1270.0,2.0,2.0,3.0,65.0
nagarbhavi,1400.0,2.0,2.0,3.0,135.0
other,1468.0,2.0,1.0,2.0,140.0
chandapura,1025.0,2.0,2.0,2.0,27.68
hosa road,625.0,1.0,1.0,1.0,43.68
marathahalli,2524.0,5.0,2.0,4.0,190.0
other,2065.0,3.0,2.0,3.0,130.0
gm palaya,1315.0,3.0,0.0,3.0,64.0
jakkur,1798.0,3.0,1.0,3.0,120.0
vittasandra,1246.0,2.0,1.0,2.0,67.3
thigalarapalya,1297.0,2.0,2.0,2.0,112.0
akshaya nagar,1419.0,2.0,3.0,3.0,73.0
other,1750.0,3.0,3.0,3.0,170.0
dommasandra,850.0,2.0,1.0,2.0,25.4
kanakapura,1254.0,2.0,2.0,3.0,70.0
btm layout,935.0,2.0,1.0,2.0,51.5
anandapura,1380.0,7.0,2.0,6.0,130.0
other,1200.0,5.0,0.0,5.0,100.0
other,1359.9900000000002,2.0,0.0,3.0,150.0
other,1400.0,2.0,2.0,2.0,80.0
gunjur,1356.0,2.0,3.0,3.0,66.0
whitefield,3596.0,3.0,1.0,3.0,200.0
other,1240.0,2.0,2.0,3.0,65.0
other,2100.0,3.0,3.0,3.0,220.0
seegehalli,2400.0,4.0,1.0,3.0,240.0
hormavu,750.0,2.0,0.0,2.0,58.0
7th phase jp nagar,1680.0,3.0,2.0,3.0,122.0
anandapura,875.0,2.0,1.0,2.0,57.0
kanakpura road,850.0,1.0,1.0,1.0,37.32
kundalahalli,1724.0,3.0,2.0,3.0,127.0
varthur,1760.0,2.0,1.0,2.0,85.0
raja rajeshwari nagar,1240.0,2.0,2.0,2.0,40.54
8th phase jp nagar,1510.0,2.0,3.0,2.0,80.0
thanisandra,1690.0,3.0,2.0,3.0,125.0
konanakunte,3746.0,6.0,1.0,4.0,375.0
7th phase jp nagar,1680.0,3.0,2.0,3.0,112.0
ngr layout,1022.0,2.0,1.0,2.0,45.9
other,1893.0,3.0,2.0,3.0,115.0
kengeri satellite town,750.0,2.0,1.0,2.0,33.0
sarjapur  road,1592.0,3.0,1.0,3.0,91.0
kengeri satellite town,1635.0,2.0,2.0,3.0,78.0
ramagondanahalli,1235.0,2.0,1.0,2.0,49.3
nagavarapalya,1392.0,2.0,1.0,2.0,130.0
electronic city phase ii,1305.0,3.0,1.0,3.0,65.0
electronic city phase ii,1065.0,2.0,1.0,2.0,30.88
hebbal,1162.0,2.0,1.0,2.0,59.0
mysore road,1029.5,2.0,0.0,2.0,50.855
judicial layout,1500.0,3.0,2.0,4.0,162.0
subramanyapura,985.0,2.0,1.0,2.0,58.0
haralur road,1140.0,2.0,2.0,2.0,42.0
other,1200.0,4.0,1.0,2.0,138.0
dasanapura,708.0,2.0,2.0,2.0,37.0
kanakpura road,525.0,1.0,1.0,1.0,25.0
hennur road,1341.0,2.0,1.0,2.0,95.0
ramamurthy nagar,950.0,2.0,1.0,2.0,50.79
hosa road,1512.0,3.0,1.0,3.0,123.0
other,1655.0,3.0,2.0,3.0,86.06
yelahanka,1633.0,3.0,2.0,3.0,110.0
kudlu gate,1200.0,2.0,1.0,2.0,44.4
sahakara nagar,1500.0,2.0,2.0,3.0,95.0
vidyaranyapura,1200.0,4.0,0.0,4.0,90.0
babusapalaya,810.0,5.0,2.0,6.0,95.0
padmanabhanagar,1067.0,2.0,2.0,2.0,52.0
sarjapur  road,1984.0,4.0,1.0,3.0,146.0
yelahanka,567.0,1.0,1.0,1.0,25.0
nehru nagar,1674.0,3.0,2.0,3.0,81.0
sarjapur  road,1026.0,2.0,2.0,2.0,60.8
other,2200.0,4.0,3.0,4.0,235.0
magadi road,1116.0,2.0,1.0,2.0,51.89
other,2405.0,4.0,2.0,3.0,260.0
other,800.0,3.0,3.0,3.0,60.0
other,1600.0,2.0,2.0,3.0,88.0
other,2900.0,3.0,2.0,3.0,325.0
other,1630.0,3.0,2.0,3.0,85.0
other,1012.0,2.0,2.0,2.0,59.0
battarahalli,1200.0,6.0,1.0,6.0,100.0
sarjapur  road,2275.0,4.0,2.0,3.0,180.0
ombr layout,1041.0,2.0,2.0,2.0,65.5
sarjapur  road,1929.0,4.0,1.0,3.0,101.0
other,2010.0,3.0,3.0,3.0,125.0
thanisandra,1411.0,3.0,1.0,3.0,93.04
mysore road,1239.0,2.0,1.0,2.0,53.0
kodichikkanahalli,1125.0,2.0,1.0,2.0,52.0
panathur,1210.0,2.0,1.0,2.0,77.93
kanakpura road,2200.0,3.0,2.0,3.0,130.0
other,1250.0,2.0,2.0,2.0,90.0
jp nagar,1000.0,2.0,1.0,2.0,35.0
shampura,1150.0,6.0,2.0,6.0,75.0
raja rajeshwari nagar,1128.0,2.0,2.0,2.0,38.24
lakshminarayana pura,1200.0,2.0,2.0,2.0,80.0
kudlu gate,1238.0,2.0,3.0,2.0,55.0
chamrajpet,650.0,1.0,1.0,2.0,40.0
hsr layout,1145.0,2.0,2.0,2.0,48.0
yeshwanthpur,605.0,1.0,0.0,1.0,41.745
bommasandra industrial area,1030.0,2.0,1.0,2.0,41.0
ramagondanahalli,1151.0,2.0,2.0,2.0,46.0
rachenahalli,440.0,1.0,0.0,1.0,28.0
other,1275.0,2.0,3.0,2.0,69.0
hebbal,1645.0,3.0,2.0,3.0,120.0
bellandur,3016.0,4.0,3.0,4.0,230.0
ananth nagar,850.0,2.0,1.0,2.0,25.99
chikkalasandra,875.0,2.0,3.0,2.0,52.8
hebbal,3960.0,5.0,3.0,4.0,386.0
1st block jayanagar,1235.0,2.0,2.0,2.0,148.0
tindlu,1370.07,3.0,1.0,3.0,65.0
other,1200.0,3.0,2.0,3.0,72.0
gottigere,1200.0,2.0,3.0,2.0,40.0
uttarahalli,1085.0,2.0,2.0,2.0,43.0
other,2375.0,3.0,2.0,4.0,260.0
other,1200.0,4.0,1.0,4.0,95.0
yelahanka,1322.0,2.0,2.0,2.0,80.0
electronic city phase ii,925.0,2.0,1.0,3.0,49.82
talaghattapura,1100.0,2.0,0.0,2.0,32.0
sarjapur,2020.0,3.0,3.0,3.0,85.0
kaggadasapura,1361.0,2.0,2.0,2.0,79.0
electronic city,1575.0,3.0,2.0,3.0,90.0
whitefield,524.0,1.0,1.0,1.0,29.0
raja rajeshwari nagar,1250.0,2.0,2.0,2.0,68.0
hennur road,2060.0,3.0,1.0,3.0,149.0
mallasandra,1325.0,2.0,2.0,2.0,65.0
thanisandra,965.0,2.0,1.0,2.0,67.0
kumaraswami layout,1000.0,2.0,2.0,2.0,36.0
uttarahalli,850.0,2.0,2.0,2.0,35.0
rajaji nagar,1613.0,3.0,0.0,3.0,150.0
yelahanka,4025.0,6.0,1.0,4.0,350.0
hormavu,4818.0,4.0,3.0,4.0,390.0
other,1200.0,3.0,2.0,3.0,66.0
banashankari stage iii,2400.0,4.0,1.0,4.0,240.0
other,1240.0,2.0,2.0,3.0,65.0
begur road,1933.0,3.0,2.0,3.0,98.0
whitefield,4800.0,5.0,2.0,4.0,550.0
kr puram,1470.0,2.0,2.0,2.0,86.0
subramanyapura,960.0,2.0,1.0,2.0,55.0
hebbal,1590.0,3.0,2.0,3.0,96.0
budigere,1636.0,3.0,2.0,3.0,85.0
kr puram,1200.0,2.0,3.0,2.0,47.0
chandapura,1533.0,5.0,3.0,6.0,85.0
bhoganhalli,1451.5,4.0,1.0,4.0,121.0
ramamurthy nagar,1200.0,2.0,1.0,2.0,68.0
whitefield,1610.0,3.0,2.0,3.0,81.0
electronic city,1070.0,2.0,1.0,2.0,57.0
other,540.0,1.0,0.0,1.0,22.0
ambalipura,1615.0,2.0,3.0,3.0,150.0
kothanur,1200.0,2.0,1.0,2.0,51.0
nagarbhavi,1635.0,3.0,3.0,3.0,85.0
banashankari stage iii,1650.0,3.0,2.0,3.0,118.0
kudlu gate,703.0,1.0,1.0,1.0,52.0
other,2000.0,3.0,3.0,3.0,207.0
other,600.0,2.0,2.0,2.0,39.0
8th phase jp nagar,1035.0,2.0,1.0,2.0,39.33
akshaya nagar,1430.0,2.0,2.0,3.0,75.0
marathahalli,1710.0,3.0,2.0,3.0,100.0
hormavu,2282.0,4.0,0.0,4.0,115.0
other,1425.0,2.0,2.0,3.0,75.0
marathahalli,1350.0,4.0,1.0,5.0,135.0
electronic city,1125.0,2.0,1.0,2.0,58.0
other,1645.0,3.0,2.0,3.0,95.0
nri layout,2150.0,4.0,2.0,4.0,115.0
sonnenahalli,1120.0,2.0,2.0,2.0,43.0
yeshwanthpur,665.0,1.0,1.0,1.0,36.85
kaggadasapura,1240.0,2.0,1.0,2.0,58.58
other,1200.0,2.0,2.0,3.0,130.0
sultan palaya,1100.0,2.0,2.0,2.0,40.0
kengeri satellite town,1025.0,2.0,1.0,2.0,28.57
sarjapur  road,1280.0,2.0,1.0,2.0,76.0
other,720.0,4.0,3.0,5.0,62.0
whitefield,2500.0,4.0,3.0,4.0,155.0
other,955.0,2.0,3.0,2.0,53.55
sarjapur  road,1216.0,2.0,2.0,2.0,70.0
bannerghatta road,1527.0,3.0,2.0,3.0,115.0
yelahanka,1517.0,3.0,2.0,3.0,76.3
hoodi,2144.0,3.0,2.0,3.0,140.0
hoodi,1108.0,2.0,1.0,2.0,74.23
other,648.0,1.0,1.0,1.0,40.0
kr puram,1057.0,2.0,2.0,2.0,30.0
chandapura,1200.0,2.0,1.0,2.0,65.0
7th phase jp nagar,1245.0,2.0,1.0,2.0,94.0
kodichikkanahalli,1150.0,2.0,3.0,2.0,48.0
electronics city phase 1,785.0,1.0,1.0,1.0,55.0
marathahalli,1730.0,3.0,3.0,3.0,110.0
sarjapur  road,4111.0,4.0,1.0,4.0,310.0
6th phase jp nagar,1180.0,2.0,3.0,2.0,80.0
panathur,1343.0,2.0,1.0,2.0,76.0
chandapura,900.0,2.0,3.0,2.0,35.0
kalyan nagar,1640.0,3.0,3.0,3.0,88.0
kammasandra,985.0,2.0,1.0,2.0,40.5
whitefield,3606.0,4.0,2.0,4.0,312.0
nagasandra,4000.0,8.0,3.0,8.0,160.0
sarjapur  road,2880.0,3.0,2.0,4.0,211.0
tumkur road,1500.0,3.0,3.0,3.0,100.0
kalena agrahara,1804.0,3.0,2.0,3.0,175.0
balagere,1007.0,2.0,1.0,2.0,67.0
green glen layout,1752.0,3.0,2.0,3.0,105.0
kasavanhalli,1105.0,2.0,2.0,2.0,42.0
other,1500.0,2.0,2.0,2.0,130.0
yelahanka,1260.0,2.0,2.0,2.0,59.2
ramagondanahalli,1610.0,2.0,2.0,3.0,115.0
6th phase jp nagar,1515.0,2.0,2.0,3.0,135.0
hormavu,2400.0,3.0,1.0,3.0,177.0
sarjapur,650.0,1.0,2.0,1.0,19.87
kr puram,734.0,2.0,1.0,2.0,22.0
banashankari stage iii,1085.0,2.0,1.0,2.0,50.0
thigalarapalya,1418.0,2.0,2.0,2.0,105.0
banashankari,1900.0,2.0,1.0,3.0,170.0
kothanur,1500.0,1.0,0.0,1.0,75.0
bannerghatta road,1179.0,2.0,1.0,2.0,66.02
hosakerehalli,925.0,2.0,1.0,2.0,46.25
other,420.0,2.0,0.0,2.0,35.0
kengeri satellite town,1415.0,2.0,3.0,3.0,66.0
other,1541.0,2.0,1.0,2.0,181.0
other,3060.0,4.0,2.0,4.0,350.0
ramamurthy nagar,2916.0,5.0,1.0,4.0,230.0
marathahalli,1146.0,2.0,1.0,2.0,70.0
hsr layout,1185.0,2.0,2.0,2.0,60.0
kothannur,1100.0,2.0,2.0,2.0,40.0
other,1535.0,3.0,1.0,3.0,95.0
haralur road,1810.0,3.0,2.0,3.0,100.0
bellandur,1063.0,2.0,1.0,2.0,58.0
marathahalli,1200.0,1.0,1.0,2.0,103.0
old airport road,2690.0,4.0,3.0,4.0,191.0
subramanyapura,929.0,1.0,2.0,2.0,51.0
choodasandra,1140.0,2.0,2.0,2.0,62.0
uttarahalli,1788.0,3.0,2.0,3.0,98.34
hennur road,1385.0,2.0,1.0,2.0,83.09
8th phase jp nagar,1089.0,2.0,1.0,2.0,43.55
banjara layout,900.0,3.0,1.0,3.0,79.0
kodichikkanahalli,900.0,2.0,1.0,2.0,42.0
other,1075.0,2.0,2.0,2.0,58.0
sarjapur  road,1044.0,2.0,2.0,2.0,55.0
budigere,1153.0,2.0,2.0,2.0,58.0
kengeri,416.0,1.0,1.0,1.0,19.5
sarjapur  road,2275.0,4.0,2.0,3.0,175.0
sarjapur  road,1250.0,4.0,2.0,4.0,135.0
jakkur,1819.18,3.0,1.0,3.0,160.0
yelenahalli,1650.0,3.0,3.0,3.0,68.0
hoodi,706.0,1.0,1.0,1.0,48.24
budigere,722.0,1.0,0.0,1.0,46.0
hebbal,1320.0,2.0,1.0,2.0,92.0
electronic city,635.0,1.0,0.0,1.0,28.0
prithvi layout,2273.0,4.0,2.0,3.0,192.0
whitefield,1200.0,3.0,1.0,3.0,68.4
babusapalaya,1245.0,2.0,2.0,2.0,58.0
electronic city,1070.0,2.0,1.0,2.0,56.1
sarjapur  road,3692.0,5.0,2.0,5.0,340.0
kanakpura road,1135.0,2.0,2.0,2.0,58.0
begur road,1160.0,2.0,2.0,2.0,44.0
bannerghatta road,970.0,2.0,1.0,2.0,57.0
electronic city,1631.0,3.0,2.0,3.0,80.0
kereguddadahalli,800.0,2.0,1.0,2.0,33.0
whitefield,1224.0,2.0,2.0,2.0,75.0
other,1350.0,3.0,2.0,3.0,81.0
r.t. nagar,1200.0,2.0,1.0,2.0,120.0
marathahalli,1230.0,2.0,1.0,2.0,57.0
banashankari,1683.0,3.0,2.0,3.0,115.0
battarahalli,1200.0,2.0,1.0,2.0,65.0
kengeri,502.0,1.0,1.0,1.0,25.0
hosur road,2835.0,4.0,0.0,4.0,241.0
raja rajeshwari nagar,1295.0,2.0,2.0,2.0,43.9
thanisandra,1697.0,3.0,2.0,3.0,114.0
kaggadasapura,1105.0,2.0,1.0,2.0,38.67
hulimavu,581.0,1.0,1.0,1.0,29.0
horamavu banaswadi,1156.0,2.0,2.0,2.0,46.9
attibele,410.0,1.0,1.0,1.0,10.0
gubbalala,2500.0,6.0,1.0,6.0,88.0
haralur road,1810.0,3.0,2.0,3.0,126.0
other,1200.0,2.0,2.0,3.0,100.0
other,2849.0,5.0,2.0,4.0,250.0
kengeri,1052.0,2.0,2.0,2.0,51.0
chikkabanavar,4000.0,7.0,0.0,8.0,110.0
other,1265.0,2.0,1.0,3.0,82.0
kengeri,750.0,2.0,1.0,2.0,36.5
sarjapur  road,1230.0,2.0,3.0,2.0,94.5
other,1100.0,2.0,1.0,2.0,85.0
lakshminarayana pura,1200.0,2.0,1.0,2.0,80.0
uttarahalli,1390.0,2.0,3.0,3.0,62.55
battarahalli,1350.0,3.0,1.0,5.0,110.0
kereguddadahalli,904.0,2.0,1.0,2.0,30.0
kodichikkanahalli,995.0,2.0,1.0,2.0,41.0
kaggadasapura,1500.0,3.0,0.0,3.0,75.0
balagere,656.0,1.0,1.0,1.0,38.77
hsr layout,1844.0,3.0,3.0,3.0,95.0
other,1232.0,2.0,1.0,2.0,94.28
thanisandra,1719.0,3.0,2.0,3.0,135.0
koramangala,1600.0,3.0,1.0,3.0,170.0
other,2200.0,4.0,2.0,3.0,160.0
begur road,1160.0,2.0,2.0,2.0,42.0
marathahalli,1196.0,2.0,2.0,2.0,57.9
thanisandra,445.0,1.0,0.0,1.0,28.0
kengeri satellite town,920.0,2.0,3.0,2.0,39.0
amruthahalli,600.0,4.0,0.0,4.0,60.0
other,1440.0,4.0,0.0,4.0,88.0
banashankari,1350.0,2.0,0.0,3.0,83.0
uttarahalli,1360.0,2.0,3.0,3.0,61.2
malleshwaram,900.0,2.0,1.0,2.0,95.0
other,1494.0,2.0,2.0,3.0,94.55
lingadheeranahalli,1682.0,3.0,1.0,3.0,114.0
other,825.0,2.0,1.0,1.0,40.0
whitefield,1180.0,2.0,1.0,2.0,77.0
hulimavu,1818.0,3.0,1.0,3.0,135.0
other,800.0,2.0,1.0,2.0,55.0
jalahalli,1313.0,2.0,2.0,2.0,68.0
rajaji nagar,1357.0,2.0,1.0,2.0,115.0
kudlu,1024.0,2.0,2.0,2.0,44.0
bellandur,1060.0,2.0,1.0,2.0,65.0
harlur,1758.0,3.0,2.0,3.0,133.0
thanisandra,1735.0,3.0,3.0,3.0,135.0
electronic city phase ii,775.0,2.0,2.0,2.0,38.0
panathur,1586.0,3.0,1.0,3.0,125.0
other,600.0,2.0,0.0,1.0,23.0
varthur road,1655.0,3.0,2.0,3.0,115.0
ramagondanahalli,1251.0,2.0,1.0,2.0,50.0
frazer town,896.0,1.0,0.0,1.0,100.0
bannerghatta road,905.0,2.0,1.0,2.0,65.0
sarjapur  road,1489.0,2.0,3.0,3.0,82.0
rachenahalli,2600.0,3.0,2.0,3.0,160.0
kasavanhalli,950.0,2.0,1.0,2.0,39.0
prithvi layout,2273.0,4.0,3.0,3.0,220.0
ambalipura,896.0,2.0,1.0,2.0,30.13
gubbalala,1745.0,3.0,2.0,3.0,125.0
talaghattapura,951.0,2.0,2.0,2.0,30.43
jalahalli,1035.0,2.0,1.0,2.0,31.05
iblur village,3235.0,3.0,1.0,3.0,235.0
other,1225.0,2.0,0.0,2.0,65.0
electronic city phase ii,1286.0,2.0,2.0,2.0,69.0
koramangala,1975.0,3.0,2.0,3.0,210.0
electronics city phase 1,1190.0,2.0,1.0,2.0,68.0
sultan palaya,1070.0,2.0,2.0,2.0,49.0
uttarahalli,1330.0,2.0,1.0,3.0,58.0
marathahalli,1839.0,3.0,2.0,3.0,130.0
chikkalasandra,1800.0,1.0,1.0,2.0,128.0
amruthahalli,924.0,2.0,1.0,2.0,45.0
begur,1304.0,3.0,0.0,3.0,65.0
epip zone,2330.0,3.0,2.0,3.0,162.0
mysore road,1175.0,2.0,2.0,2.0,86.68
bannerghatta road,1150.0,2.0,2.0,2.0,65.0
other,1500.0,2.0,2.0,2.0,88.0
5th block hbr layout,1206.0,2.0,2.0,2.0,56.0
bommasandra industrial area,1020.0,2.0,1.0,2.0,29.45
rachenahalli,1530.0,2.0,2.0,3.0,74.5
yeshwanthpur,667.0,1.0,1.0,1.0,36.85
jakkur,1865.0,3.0,1.0,3.0,124.0
hegde nagar,2026.0,3.0,2.0,3.0,132.0
1st phase jp nagar,1394.0,2.0,2.0,2.0,85.0
mysore road,1560.0,3.0,2.0,3.0,120.0
kengeri,416.0,1.0,1.0,1.0,17.19
kenchenahalli,1150.0,2.0,2.0,2.0,60.0
sompura,1275.0,3.0,1.0,3.0,59.0
other,1200.0,2.0,2.0,2.0,70.0
hebbal kempapura,3729.0,4.0,2.0,4.0,384.0
7th phase jp nagar,1680.0,3.0,3.0,3.0,130.0
raja rajeshwari nagar,1295.0,2.0,2.0,2.0,70.0
other,1340.0,3.0,3.0,3.0,77.0
green glen layout,1670.0,3.0,2.0,3.0,120.0
7th phase jp nagar,1050.0,2.0,0.0,2.0,68.0
brookefield,1100.0,2.0,1.0,2.0,55.0
bellandur,1100.0,2.0,3.0,2.0,62.0
hebbal,1040.0,2.0,2.0,2.0,46.0
banashankari stage ii,1260.0,2.0,1.0,3.0,95.0
hegde nagar,1801.0,3.0,2.0,3.0,115.0
electronic city,1128.0,2.0,1.0,2.0,63.0
other,750.0,10.0,2.0,10.0,90.0
7th phase jp nagar,1128.0,2.0,1.0,2.0,60.0
other,2200.0,2.0,0.0,4.0,150.0
thigalarapalya,1297.0,2.0,2.0,2.0,103.0
whitefield,1500.0,3.0,1.0,3.0,130.0
nagarbhavi,1800.0,3.0,0.0,4.0,180.0
kadugodi,1314.0,2.0,3.0,2.0,80.0
chandapura,1208.51,3.0,2.0,3.0,42.0
hosakerehalli,600.0,2.0,0.0,2.0,65.0
thigalarapalya,1245.0,2.0,2.0,2.0,100.0
electronic city,1152.0,2.0,1.0,2.0,65.0
hosakerehalli,1085.0,2.0,1.0,2.0,41.23
kudlu gate,940.0,2.0,1.0,2.0,69.57
whitefield,1200.0,3.0,2.0,3.0,67.75
kothanur,3401.0,5.0,2.0,4.0,230.0
harlur,1197.0,2.0,1.0,2.0,84.0
sarjapur  road,3785.0,5.0,2.0,4.0,280.0
kengeri,410.0,1.0,1.0,1.0,15.0
electronic city,1070.0,2.0,1.0,2.0,58.0
other,1650.0,2.0,1.0,4.0,140.0
raja rajeshwari nagar,1133.0,2.0,1.0,2.0,49.07
8th phase jp nagar,1455.0,3.0,2.0,3.0,73.31
chandapura,1200.0,2.0,1.0,3.0,52.0
thanisandra,1262.0,2.0,1.0,3.0,65.0
other,3535.0,4.0,2.0,4.0,215.0
jp nagar,1352.5,2.0,0.0,2.0,93.865
other,1000.0,1.0,1.0,2.0,75.0
hormavu,1210.0,2.0,3.0,2.0,69.0
tc palaya,1350.0,1.0,0.0,1.0,55.0
whitefield,1485.0,2.0,1.0,2.0,90.0
kanakapura,1283.0,2.0,2.0,2.0,68.0
haralur road,1243.0,2.0,2.0,2.0,46.0
kanakpura road,900.0,2.0,1.0,2.0,46.0
tumkur road,1586.0,3.0,1.0,3.0,100.0
bannerghatta,3012.0,6.0,2.0,4.0,250.0
indira nagar,1260.0,2.0,2.0,2.0,100.0
other,2456.0,3.0,3.0,3.0,220.0
